NAME,LEVEL,DC,SUBJECT,STAT,RITUAL,VOLATILE,DESCRIPTION,HIGHER-LEVEL BEHAVIOR,ID
VALEY’S MAGIC SWITCH,STANDARD,14,ENCHANTMENT,CREATIVITY,NO,NO,"Creates a shimmering matrix of magic light in front of you that you can manipulate with your hand to sabotage an enchanted object. Roll DC14 or against the DC used to create the target object’s enchantment, at the GM’s discretion. On success, the target object loses its enchantment for an amount of time you choose up to 5 minutes.",The target loses its enchantment for an amount of time you choose up to (5 minutes/15 minutes/1 hour/8 hours/24 hours).,spell_60HToXjGPy0arr
ENCHANTED EYES,STANDARD,12,ENCHANTMENT,CREATIVITY,NO,NO,"You can cast this spell anytime you can see an object you have an enchantment on, or if you can sense its presence through an effect like Head of the Household. On success, you can take direct psychic control of the enchanted object, perceiving the world around it as if you are at its location, and moving it as an extension of yourself. You can stay in this state as long as you like, but during this time, you are oblivious to anything happening to your own body. You can switch your consciousness back to your own body at any point, but this ends the effect. If an object loses its enchantment while you are controlling it, the effect ends.","You can control 1/degree object(s) you have an enchantment on. You can switch freely between any objects you are controlling this way, but you can only control one at a time.",spell_61BYnK9vqCgw1J
VASHNAR’S MILKWEED,STANDARD,12,HERBALISM,INSIGHT,NO,NO,"Creates an enchanted plant that grows wildly and ferociously, ensnaring people in its path. On success, you can choose one person nearby to be ensnared in the tangling weed growth that bursts out, capturing them until they succeed on an Athletics or Agility check versus your spell check (1AP). The weed field grows to about two meters tall in a ten-square-meter area and stays there for half an hour before it disappears.","You can affect (1/2*) target(s). On 3 or more degrees of success, you can choose to have the weeds grow thorned and thrashing, forcing anybody who breaks out of them to Resist.",spell_62uX2ODsRJcpwU
LANGUAGE OF THE EARTH,STANDARD,13,HERBALISM,INSIGHT,YES,NO,"Connects your magic with that of a plant, allowing you to communicate with it. On success, you can communicate with one plant of your choice for 5 minutes. Nonmagical plants have limited understanding and thus can only communicate simple ideas and knowledge, but magical plants may have more intelligence. That said, if you want a proper conversation, I don’t know, maybe try a human being?","You can communicate with the plant for up to (5 minutes/20 minutes/1 hour). The plant will be (suspicious/neutral/cooperative/friendly) with you. On 3 or more degrees of success, you can allow anyone with you to also communicate with and understand the plant.",spell_63lqSshBoJpFnN
LOCATE ROOTS,BASIC,5,HERBALISM,INSIGHT,NO,NO,"If you can touch solid earth, you can cast this spell. Name a plant when you cast this spell, and on success, the GM will give you a clue about where you can find that plant. If that plant isn’t growing in any patch of earth connected to the earth you touch when casting this spell, the GM will tell you so, and the spell cannot find anything. You can only use this spell once per specific plant you’re searching for.","You receive 1/degree clue(s) about the plant’s location, or on 4 degrees of success, you can instantly locate the plant, as long as it is nonmagical. At the GM’s discretion, you may be able to locate a magical plant whose Intensity Rank your spell check beats in this way.",spell_64Xo3YqnTcVzL2
BARKFLESH,STANDARD,13,HERBALISM,INSIGHT,YES,NO,"Imbues you with a shimmering coating of spectral dark wood for 10 minutes. While active, the effect prevents you from taking Wound, except via spell backfires. The first time you would take Wound, the spell is shattered with a loud cracking sound, and it is dispelled. An effect that would inflict multiple stacks of Wound does not inflict any.","The effect lasts for (10 minutes/20 minutes/1 hour/3 hours/8 hours/24 hours), and protects you (1/1/1/2/2/3) time(s) before disappearing. While active, you take a (0/1+) bonus to Endurance checks.",spell_65vDXaiVJQGM3F
NATURAL IMMUNITY,BASIC,N/A,HERBALISM,INSIGHT,NO,NO,"The spell courses through your body, protecting you from toxins. When you cast this spell, you are immune to all poison-related effects for the next 5 minutes. Once you have used this spell, you cannot use it again for the next hour, as the spell finishes working its way out of your body. It doesn’t protect you against your toxic ex. Don’t text her.",N/A,spell_66nNFOYKwTzgtS
CLOUD OF SPORES,STANDARD,17,HERBALISM,INSIGHT,NO,NO,"Summons a cloud of fluorescent green spores that drift until they find solid ground. Anyone nearby must roll Agility versus your check or get caught in the spore cloud and be immobilized in the magic fungus that sprouts from it for 30 seconds. You can end the effect early by commanding the spores to burst, at which point anyone nearby must Resist.","The effect fills an area up to (1/2*) meters wide, and you can choose 1/degree target(s) beyond yourself to be immune to the effect. Targets who fail are immobilized for (30 seconds/1 minute/2 minutes/5 minutes/10 minutes).",spell_67Nl7nW8rAOwIU
NEPHERA’S PURPLE HAZE,STANDARD,14,HERBALISM,INSIGHT,NO,NO,"Summons a thick purple haze that billows out from your wand and fills the space. Anyone close by must make an Endurance check versus your spell check - 4 or become drowsy and inebriated, taking a -4 to all checks for 1 minute. Nephera invented this as an insomnia cure, but it turns out the sleep quality is terrible, so she turned it against her detractors instead.","Affects targets up to (1/2/5/10) meter(s) away. Targets who fail their check take a -(4/5/6) penalty for (1/2/5) minute(s). On 4 or more degrees of success, targets who fail the check fall asleep for 5 minutes instead.",spell_68AD3VKKzVGzgs
HEAVEN’S TEARDROP,ADVANCED,19,HERBALISM,INSIGHT,YES,NO,"Draws together a swirl of magic energy from the nature around to create a single droplet of distilled magic purity. You cannot use this spell if there is no nature around you, but a single leaf or square of packed earth will suffice. On success, you create one Heaven’s Teardrop, a colored droplet that glows with magical energy. It can be stored in a sealed container for up to 10 minutes, but after that it turns into water. Drinking a Heaven’s Teardrop removes one non-Wound condition. It will also quench your thirst by a very, very, very small amount.",You create 1/degree Heaven’s Teardrop(s).,spell_69HI80CdeAgC8t
PHEROMONE ATTRACTION,STANDARD,17,HERBALISM,INSIGHT,NO,NO,"Releases a magic wave that converts loose pheromones in the air into a specific type. On success, you can attract or repel one type of creature for 10 minutes. It technically works on humans, but you probably don’t want to put human-repelling pheromones on yourself. You’ll rip your own skin off.","You can choose 1/degree type(s) of creature to attract or repel. On 3 or more degrees of success, affected creatures must roll Willpower against your check any time they try to resist the effects, and attracted creatures start out friendly to you.",spell_70L1JorfcPBFZ3
WALL OF THORNS,ADVANCED,15,HERBALISM,INSIGHT,YES,NO,"The earth bends to your command, and thorns are an extension of yourself. On success, you can create up to 10 meters of a wall of brambles in a straight line. This wall will act as a sentry and alert you psychically when a creature approaches it, and anyone attempting to get through must roll Agility or Endurance versus your spell check, rolling Resist Wounds on failure. If the thorns inflict Wound on someone or if someone destroys the thorns, you also know who it is. You must have access to arable land to cast this spell, even if the soil is of poor quality.","You can create 10/degree meters of wall. On 3 or more degrees of success, you can shape the wall as you like, but it cannot form a sealed container. On 4 or more degrees of success, you can make the wall look like harmless plants until it activates.",spell_714OUDoKUnvZGT
MASTER OF ROOTS,ADVANCED,20,HERBALISM,INSIGHT,NO,NO,"Pours a brilliant emerald magic light from the tip of your wand that flows like a fluid into the roots of plants around you. On success, 4 nonmagical plants that you can see gain Ferocity of the Woods. A plant with Ferocity of the Woods can move and act, although slowly, and will try to help you. The GM will decide for each plant if it has 2, 3, or 4 Resolve, and if it rolls 3/6, 5/10, or 2/8. The effect lasts for 10 minutes.","You can animate 4/degree plants, and they take a +(0/1) bonus to their Strong roll. The plants remain animated for (10 minutes/30 minutes/1 hour/24 hours/as long as you like). On 3 or more degrees of success, the plants can communicate. On 5 or more degrees of success, you can animate magical plants.",spell_72ooy5I4lSicQJ
NATURAL BLESSING,STANDARD,16,HERBALISM,INSIGHT,NO,NO,"Floods the space around you with enriching magic. On success, nonmagical plants around you suddenly and wildly grow, whether from a seed to a full plant or from a full plant into something overgrown. Finally, you can stop killing your succulents. I mean, you can still overgrow them and kill them that way, so maybe I’m speaking too soon.","You can accelerate the growth of plants within (1/2*) meter(s). On 5 or more degrees of success, the spell works on magical plants as well.",spell_736y632iCJRwOB
VINELASH,STANDARD,14,HERBALISM,INSIGHT,YES,NO,"Fires a brilliant bolt of crackling emerald-green energy that ensnares a plant, breaking it down. On success, you can instantly harvest a magic plant worth up to 500 materials from a distance. It can also destroy a regular plant, if you just hate ferns or something, I don’t know.",You can harvest a plant worth up to 500/degree materials.,spell_74bHymaGuaylvD
